Time; AccX; AccY; AccZ; Temp; GyroX; GyroY; GyroZ;
33863; -752; -452; 15248; 24.34; 3045; 150; -136
33967; -660; -560; 15164; 24.39; 3043; 149; -132
34070; -604; -404; 15260; 24.39; 3044; 168; -184
34173; -696; -488; 15156; 24.44; 3040; 154; -168
34277; -732; -448; 15152; 24.44; 3052; 146; -150
34380; -464; -420; 15192; 24.39; 3044; 159; -114
34484; -716; -452; 15180; 24.48; 3031; 158; -149
34587; -712; -516; 15184; 24.34; 3063; 141; -173
34692; -688; -492; 15236; 24.29; 3034; 189; -164
34795; -692; -472; 15364; 24.39; 3049; 151; -140
34898; -604; -444; 15220; 24.44; 3037; 149; -158
35002; -756; -432; 15284; 24.44; 3038; 155; -183
35105; -712; -436; 15212; 24.29; 3050; 183; -178
35209; -684; -448; 15196; 24.34; 3049; 189; -134
35312; -660; -424; 15220; 24.44; 3059; 159; -127
35416; -688; -524; 15332; 24.48; 3034; 179; -175
35519; -752; -444; 15192; 24.39; 3049; 176; -192
35622; -784; -480; 15280; 24.44; 3040; 136; -146
35726; -608; -532; 15120; 24.44; 3047; 140; -139
35829; -728; -560; 15128; 24.39; 3047; 145; -159
35933; -684; -492; 15212; 24.39; 3051; 153; -166
36036; -704; -320; 15300; 24.44; 3051; 163; -165
36140; -708; -416; 15188; 24.39; 3022; 168; -129
